"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-18",,"81","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-19",,"89","60"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-20",,"94","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-21",,"94","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-22",,"91","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-23",,"90","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-24",,"86","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-25",,"90","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-26",,"89","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-27",,"92","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-28",,"94","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-29",,"94","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-06-30",,"86","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-01",,"89","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-02",,"92","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-03",,"87","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-04",,"86","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-05",,"89","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-06",,"94","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-07",,"97","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-08",,"86","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-09",,"92","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-10",,"94","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-11",,"97","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-12",,"97","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-13",,"97","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-14",,"89","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-15",,"92","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-16",,"96","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-17",,"96","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-18",,"96","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-19",,"98","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-20",,"102","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-21",,"102","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-22",,"104","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-23",,"97","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-24",,"97","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-25",,"98","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-26",,"100","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-27",,"93","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-28",,"94","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-29",,"92","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-30",,"90","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-07-31",,"87","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-01",,"78","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-02",,"88","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-03",,"94","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-04",,"84","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-05",,"97","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-06",,"83","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-07",,"84","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-08",,"87","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-09",,"89","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-10",,"92","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-11",,"90","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-12",,"77","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-13",,"83","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-14",,"86","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-15",,"92","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-16",,"89","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-17",,"91","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-18",,"93","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-19",,"98","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-20",,"97","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-21",,"94","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-22",,"92","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-23",,"88","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-24",,"88","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-25",,"85","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-26",,"87","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-27",,"91","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-28",,"89","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-29",,"86","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-30",,"88","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-08-31",,"87","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-01",,"87","60"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-02",,"87","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-03",,"92","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-04",,"95","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-05",,"81","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-06",,"79","50"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-07",,"85","50"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-08",,"86","56"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-09",,"86","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-10",,"84","58"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-11",,"86","55"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-12",,"79","55"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-13",,"88","56"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-14",,"92","55"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-15",,"92","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-16",,"94","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-17",,"81","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-18",,"86","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-19",,"94","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-20",,"95","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-21",,"95","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-22",,"92","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-23",,"92","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-24",,"90","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-25",,"90","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-26",,"77","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-27",,"67","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-28",,"75","62"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-29",,"82","58"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-09-30",,"82","55"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-01",,"82","62"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-02",,"86","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-03",,"77","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-04",,"74","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-05",,"83","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-06",,"87","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-07",,"80","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-08",,"83","52"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-09",,"89","56"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-10",,"66","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-11",,"70","44"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-12",,"83","50"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-13",,"89","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-14",,"90","62"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-15",,"69","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-16",,"70","41"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-17",,"73","42"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-18",,"80","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-19",,"79","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-20",,"80","54"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-21",,"81","60"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-22",,"71","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-23",,"76","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-24",,"65","40"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-25",,"76","36"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-26",,"83","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-27",,"54","33"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-28",,"55","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-29",,"70","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-30",,"63","42"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-10-31",,"49","34"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-01",,"71","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-02",,"84","51"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-03",,"57","52"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-04",,"73","52"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-05",,"81","52"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-06",,"53","44"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-07",,"47","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-08",,"57","34"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-09",,"61","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-10",,"64","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-11",,"59","45"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-12",,"60","51"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-13",,"62","40"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-14",,"64","53"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-15",,"68","41"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-16",,"68","36"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-17",,"83","60"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-18",,"75","42"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-19",,"60","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-20",,"65","38"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-21",,"62","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-22",,"49","28"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-23",,"69","29"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-24",,"77","39"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-25",,"68","38"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-26",,"69","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-27",,"73","40"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-28",,"71","55"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-29",,"61","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-11-30",,"62","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-01",,"59","35"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-02",,"70","39"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-03",,"73","45"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-04",,"78","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-05",,"48","29"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-06",,"56","24"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-07",,"40","19"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-08",,"45","14"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-09",,"55","23"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-10",,"65","23"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-11",,"69","28"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-12",,"49","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-13",,"67","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-14",,"50","36"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-15",,"51","34"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-16",,"63","35"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-17",,"47","44"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-18",,"54","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-19",,"57","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-20",,"57","52"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-21",,"70","45"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-22",,"45","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-23",,"33","28"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-24",,"39","25"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-25",,"37","26"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-26",,"37","20"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-27",,"32","18"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-28",,"39","26"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-29",,"46","24"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-30",,"41","22"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2017-12-31",,"25","11"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-01",,"19","4"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-02",,"25","13"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-03",,"39","11"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-04",,"39","18"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-05",,"52","18"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-06",,"50","22"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-07",,"46","38"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-08",,"55","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-09",,"45","26"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-10",,"60","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-11",,"57","20"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-12",,"34","15"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-13",,"34","21"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-14",,"49","27"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-15",,"39","13"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-16",,"20","6"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-17",,"33","4"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-18",,"48","16"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-19",,"57","27"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-20",,"71","50"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-21",,"72","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-22",,"58","40"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-23",,"53","27"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-24",,"59","21"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-25",,"67","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-26",,"60","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-27",,"61","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-28",,"63","22"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-29",,"41","24"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-30",,"57","20"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-01-31",,"68","44"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-01",,"50","28"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-02",,"47","21"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-03",,"52","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-04",,"38","16"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-05",,"39","13"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-06",,"30","19"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-07",,"42","20"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-08",,"61","19"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-09",,"68","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-10",,"38","21"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-11",,"34","17"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-12",,"45","13"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-13",,"52","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-14",,"69","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-15",,"81","58"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-16",,"58","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-17",,"61","36"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-18",,"62","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-19",,"73","54"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-20",,"71","28"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-21",,"30","25"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-22",,"39","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-23",,"42","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-24",,"56","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-25",,"62","26"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-26",,"68","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-27",,"60","41"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-02-28",,"72","53"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-01",,"61","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-02",,"67","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-03",,"71","41"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-04",,"59","54"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-05",,"64","36"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-06",,"60","33"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-07",,"55","29"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-08",,"61","27"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-09",,"72","39"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-10",,"74","41"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-11",,"56","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-12",,"54","33"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-13",,"59","28"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-14",,"67","25"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-15",,"77","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-16",,"78","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-17",,"62","42"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-18",,"69","44"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-19",,"58","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-20",,"58","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-21",,"62","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-22",,"78","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-23",,"75","59"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-24",,"74","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-25",,"60","41"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-26",,"70","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-27",,"60","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-28",,"59","45"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-29",,"58","45"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-30",,"64","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-03-31",,"74","43"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-01",,"47","31"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-02",,"60","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-03",,"72","39"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-04",,"55","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-05",,"64","36"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-06",,"55","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-07",,"47","26"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-08",,"51","30"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-09",,"65","34"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-10",,"68","35"
