"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-11",,"82","54"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-12",,"83","61"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-13",,"81","53"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-14",,"53","37"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-15",,"54","32"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-16",,"64","29"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-17",,"86","48"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-18",,"74","47"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-19",,"62","40"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-20",,"68","40"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-21",,"58","48"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-22",,"56","48"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-23",,"74","52"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-24",,"80","46"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-25",,"63","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-26",,"67","48"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-27",,"75","47"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-28",,"80","44"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-29",,"81","49"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-04-30",,"84","58"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-01",,"80","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-02",,"82","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-03",,"79","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-04",,"74","55"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-05",,"84","51"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-06",,"89","54"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-07",,"90","57"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-08",,"93","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-09",,"92","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-10",,"88","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-11",,"88","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-12",,"88","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-13",,"91","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-14",,"92","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-15",,"82","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-16",,"82","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-17",,"89","61"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-18",,"91","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-19",,"93","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-20",,"80","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-21",,"85","62"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-22",,"92","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-23",,"91","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-24",,"91","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-25",,"84","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-26",,"94","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-27",,"95","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-28",,"94","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-29",,"95","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-30",,"95","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-05-31",,"90","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-01",,"95","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-02",,"93","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-03",,"88","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-04",,"86","59"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-05",,"90","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-06",,"94","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-07",,"80","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-08",,"92","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-09",,"95","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-10",,"95","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-11",,"96","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-12",,"86","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-13",,"96","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-14",,"97","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-15",,"96","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-16",,"96","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-17",,"95","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-18",,"92","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-19",,"88","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-20",,"89","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-21",,"90","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-22",,"89","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-23",,"91","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-24",,"83","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-25",,"84","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-26",,"95","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-27",,"97","81"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-28",,"98","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-29",,"96","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-06-30",,"93","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-01",,"86","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-02",,"96","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-03",,"99","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-04",,"93","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-05",,"97","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-06",,"99","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-07",,"96","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-08",,"94","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-09",,"96","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-10",,"97","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-11",,"99","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-12",,"99","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-13",,"96","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-14",,"99","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-15",,"94","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-16",,"95","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-17",,"92","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-18",,"89","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-19",,"102","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-20",,"105","78"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-21",,"99","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-22",,"88","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-23",,"92","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-24",,"95","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-25",,"99","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-26",,"87","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-27",,"94","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-28",,"91","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-29",,"91","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-30",,"86","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-07-31",,"86","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-01",,"91","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-02",,"92","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-03",,"94","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-04",,"95","65"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-05",,"98","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-06",,"98","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-07",,"93","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-08",,"86","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-09",,"93","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-10",,"96","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-11",,"93","67"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-12",,"91","69"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-13",,"81","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-14",,"83","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-15",,"89","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-17",,"72","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-22",,"85","68"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-23",,"90","71"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-24",,"97","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-25",,"97","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-26",,"95","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-27",,"96","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-28",,"98","77"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-29",,"92","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-30",,"96","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-08-31",,"97","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-01",,"95","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-02",,"92","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-03",,"90","75"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-04",,"88","76"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-05",,"85","74"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-06",,"85","73"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-07",,"83","72"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-08",,"74","66"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-09",,"73","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-10",,"82","63"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-11",,"83","62"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-12",,"84","64"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-13",,"88","70"
"USW00053908","TULSA RICHARD L JONES JR AIRPORT, OK US","2018-09-14",,"93","69"
